Main Name	DrugBank:Identifiers	score	Human Intestinal Absorption	Blood Brain Barrier	P-glycoprotein Inhibition	Drug Induced Liver Injury	CYP3A4 Inhibition	CYP2C9 Inhibition	DrugBank:Routes	DrugBank:FDA Approved	Less than $500	Pediatric Safety
propiverine	{'cas-number': '60569-19-9', 'ChEBI': '8493', 'ChEMBL': 'CHEMBL1078261', 'drugbank-id': 'DB12278', 'InChIKey': 'QPCVHQBVMYCJOM-UHFFFAOYSA-N', 'PubChem Compound': '4942', 'PubChem Substance': '347828547', 'unii': '468GE2241L'}	1	0.9940791472	0.9103519104	0.6893201515	0.1260671511	0.4318695326	0.1366015856	{'oral'}	TRUE	FALSE	FALSE
propylene glycol	{'cas-number': '57-55-6', 'ChEBI': '16997', 'ChEMBL': 'CHEMBL286398', 'drugbank-id': 'DB01839', 'InChIKey': 'DNIAPMSPPWPWGF-UHFFFAOYSA-N', 'PubChem Compound': '1030', 'PubChem Substance': '46505685', 'unii': '6DC9Q167V3'}	1	0.9616420502	0.9267267208	0.0198164001	0.0677824388	0.0007045311	0.0008476782	{'topical', 'nasal', 'ophthalmic', 'cutaneous', 'extracorporeal', 'auricular (otic)', 'oral'}	TRUE	FALSE	FALSE
protriptyline	{'cas-number': '438-60-8', 'ChEBI': '8597', 'ChEMBL': 'CHEMBL668', 'drugbank-id': 'DB00344', 'InChIKey': 'BWPIARFWQZKAIA-UHFFFAOYSA-N', 'PubChem Compound': '4976', 'PubChem Substance': '46505128', 'unii': '4NDU154T12'}	1	0.9964601089	0.98538161	0.6911767161	0.2244013947	0.3516389374	0.0347905671	{'oral'}	TRUE	FALSE	FALSE
prucalopride	{'cas-number': '179474-81-8', 'ChEBI': '135552', 'ChEMBL': 'CHEMBL117287', 'drugbank-id': 'DB06480', 'InChIKey': 'ZPMNHBXQOOVQJL-UHFFFAOYSA-N', 'PubChem Compound': '3052762', 'PubChem Substance': '310264873', 'unii': '0A09IUW5TP'}	1	0.9944212626	0.9479915771	0.1164276268	0.4382432205	0.0842575027	0.015451295	{'oral'}	TRUE	FALSE	FALSE
prussian blue	{'cas-number': '14038-43-8', 'ChEBI': '30069', 'ChEMBL': None, 'drugbank-id': 'DB06783', 'InChIKey': 'DNMNDNSFJMUUFM-UHFFFAOYSA-N', 'PubChem Compound': '2724251', 'PubChem Substance': '310264883', 'unii': 'TLE294X33A'}	1	0.7971184628	0.6303231913	0.2295548795	0.3597630512	0.2432527941	0.098839113	{'oral'}	TRUE	FALSE	FALSE
pyrantel	{'cas-number': '15686-83-6', 'ChEBI': '8654', 'ChEMBL': 'CHEMBL1626223', 'drugbank-id': 'DB11156', 'InChIKey': 'YSAUAVHXTIETRK-AATRIKPKSA-N', 'PubChem Compound': '708857', 'PubChem Substance': '347827925', 'unii': '4QIH0N49E7'}	1	0.9948296159	0.952241878	0.0390640546	0.2780185351	0.0283704608	0.0116090015	{'not applicable', 'oral'}	TRUE	FALSE	FALSE
pyrophosphoric acid	{'cas-number': '2466-09-3', 'ChEBI': '29888', 'ChEMBL': 'CHEMBL1160571', 'drugbank-id': 'DB04160', 'InChIKey': 'XPPKVPWEQAFLFU-UHFFFAOYSA-N', 'PubChem Compound': '1023', 'PubChem Substance': '46507760', 'unii': '4E862E7GRQ'}	1	0.7132738956	0.7140599736	0.0116757723	0.3055053466	0.0856748083	0.0726165996	{'topical', 'intravenous', 'oral', 'dental'}	TRUE	FALSE	FALSE
racemethionine	{'cas-number': '59-51-8', 'ChEBI': '16811', 'ChEMBL': 'CHEMBL274119', 'drugbank-id': 'DB13972', 'InChIKey': 'FFEARJCKVFRZRR-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '73JWT2K6T3'}	1	0.9941377866	0.6608892048	0.0113597002	0.1219543534	0.0018709626	0.0093156796	{'intravenous', 'vaginal', 'oral'}	TRUE	FALSE	FALSE
racephedrine	{'cas-number': '90-81-3', 'ChEBI': None, 'ChEMBL': 'CHEMBL2110656', 'drugbank-id': 'DB14752', 'InChIKey': 'KWGRBVOPPLSCSI-PSASIEDQSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '03VRY66076'}	1	0.9957327504	0.6496456291	0.0316215732	0.0693905757	0.010048567	0.0226303974	{'oral'}	TRUE	FALSE	FALSE
sacubitril	{'cas-number': '149709-62-6', 'ChEBI': '134714', 'ChEMBL': 'CHEMBL3137301', 'drugbank-id': 'DB09292', 'InChIKey': 'PYNXFZCZUAOOQC-UTKZUKDTSA-N', 'PubChem Compound': '9811834', 'PubChem Substance': '310265184', 'unii': '17ERJ0MKGI'}	1	0.9825441488	0.7568061325	0.3935148297	0.4834511722	0.1958968117	0.1718116646	{'oral'}	TRUE	FALSE	FALSE
safinamide	{'cas-number': '133865-89-1', 'ChEBI': '134718', 'ChEMBL': 'CHEMBL396778', 'drugbank-id': 'DB06654', 'InChIKey': 'NEMGRZFTLSKBAP-LBPRGKRZSA-N', 'PubChem Compound': '131682', 'PubChem Substance': '347827780', 'unii': '90ENL74SIG'}	1	0.9965391924	0.8679395177	0.1151080836	0.4992038817	0.1189766161	0.0468986233	{'oral'}	TRUE	FALSE	FALSE
salicylamide	{'cas-number': '65-45-2', 'ChEBI': '32114', 'ChEMBL': 'CHEMBL27577', 'drugbank-id': 'DB08797', 'InChIKey': 'SKZKKFZAGNVIMN-UHFFFAOYSA-N', 'PubChem Compound': '5147', 'PubChem Substance': '99445267', 'unii': 'EM8BM710ZC'}	1	0.9954562939	0.8953490753	0.0232673665	0.228102271	0.0139573461	0.0205355048	{'respiratory (inhalation)', 'topical', 'ophthalmic', 'oral'}	TRUE	FALSE	FALSE
samidorphan	{'cas-number': '852626-89-2', 'ChEBI': None, 'ChEMBL': 'CHEMBL426084', 'drugbank-id': 'DB12543', 'InChIKey': 'RYIDHLJADOKWFM-MAODMQOUSA-N', 'PubChem Compound': '11667832', 'PubChem Substance': '347828769', 'unii': '7W2581Z5L8'}	1	0.9931786998	0.8720429312	0.120438164	0.2224040907	0.0399256657	0.0179252812	{'oral'}	TRUE	FALSE	FALSE
saxagliptin	{'cas-number': '361442-04-8', 'ChEBI': '71272', 'ChEMBL': 'CHEMBL385517', 'drugbank-id': 'DB06335', 'InChIKey': 'QGJUIPDUBHWZPV-SGTAVMJGSA-N', 'PubChem Compound': '11243969', 'PubChem Substance': '99443245', 'unii': '8I7IO46IVQ'}	1	0.9905177729	0.7355505178	0.0674148958	0.2528601301	0.1290288349	0.0239633896	{'oral'}	TRUE	FALSE	FALSE
selegiline	{'cas-number': '14611-51-9', 'ChEBI': '9086', 'ChEMBL': 'CHEMBL972', 'drugbank-id': 'DB01037', 'InChIKey': 'MEZLKOACVSPNER-GFCCVEGCSA-N', 'PubChem Compound': '26757', 'PubChem Substance': '46507655', 'unii': '2K1V7GP655'}	1	0.9958799028	0.9596664862	0.0338558007	0.0505509561	0.0180234956	0.0036060927	{'transdermal', 'oral'}	TRUE	FALSE	FALSE
selenic acid	{'cas-number': '7783-08-6', 'ChEBI': '18170', 'ChEMBL': 'CHEMBL2097002', 'drugbank-id': 'DB11068', 'InChIKey': 'QYHFIVBSNOWOCQ-UHFFFAOYSA-N', 'PubChem Compound': '1089', 'PubChem Substance': '347827883', 'unii': 'HV0Y51NC4J'}	1	0.9828059865	0.7021933059	0.0755480111	0.4013144801	0.002678909	0.0304154377	{'oral'}	TRUE	FALSE	FALSE
selenious acid	{'cas-number': '7783-00-8', 'ChEBI': '26642', 'ChEMBL': 'CHEMBL2009089', 'drugbank-id': 'DB11127', 'InChIKey': 'MCAHWIHFGHIESP-UHFFFAOYSA-N', 'PubChem Compound': '1091', 'PubChem Substance': '347827908', 'unii': 'F6A27P4Q4R'}	1	0.9893828643	0.7804059944	0.0535727758	0.3239236977	0.0096414532	0.0268346165	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
selenium	{'cas-number': '7782-49-2', 'ChEBI': '27568', 'ChEMBL': None, 'drugbank-id': 'DB11135', 'InChIKey': 'BUGBHKTXTAQXES-UHFFFAOYSA-N', 'PubChem Compound': '6326970', 'PubChem Substance': '347827913', 'unii': 'H6241UJ22B'}	1	0.9921729997	0.9489864187	0.0245660007	0.1327157584	0.0061626684	0.0055610853	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
selenomethionine	{'cas-number': '3211-76-5', 'ChEBI': '62621', 'ChEMBL': 'CHEMBL113178', 'drugbank-id': 'DB11142', 'InChIKey': 'RJFAYQIBOAGBLC-BYPYZUCNSA-N', 'PubChem Compound': '105024', 'PubChem Substance': '347827917', 'unii': '964MRK2PEL'}	1	0.9936711373	0.6614266218	0.0089747859	0.0668288488	0.0116251932	0.0077999352	{'oral'}	TRUE	FALSE	FALSE
selenomethionine se-75	{'cas-number': '1187-56-0', 'ChEBI': None, 'ChEMBL': 'CHEMBL1201054', 'drugbank-id': 'DB09400', 'InChIKey': 'RJFAYQIBOAGBLC-ZEMBQCNESA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'P6708E7555'}	1	0.993715618	0.6645676056	0.0086482772	0.0665424667	0.0118433932	0.0079444336	{'oral'}	TRUE	FALSE	FALSE
silicon	{'cas-number': '7440-21-3', 'ChEBI': '27573', 'ChEMBL': None, 'drugbank-id': 'DB12982', 'InChIKey': 'XUIMIQQOPSSXEZ-UHFFFAOYSA-N', 'PubChem Compound': '5461123', 'PubChem Substance': '347829121', 'unii': 'Z4152N8IUI'}	1	0.9922445813	0.9484414645	0.0228628862	0.1316047018	0.0062894578	0.0061355608	{'oral'}	TRUE	FALSE	FALSE
silicon dioxide	{'cas-number': '7631-86-9', 'ChEBI': '30563', 'ChEMBL': 'CHEMBL3188292', 'drugbank-id': 'DB11132', 'InChIKey': 'VYPSYNLAJGMNEJ-UHFFFAOYSA-N', 'PubChem Compound': '22644374', 'PubChem Substance': '347827911', 'unii': 'ETJ7Z6XBU4'}	1	0.9894418152	0.8916081141	0.050777265	0.1826840025	0.048217286	0.0680418921	{'topical', 'oral', 'dental'}	TRUE	FALSE	FALSE
silodrate	{'cas-number': '12408-47-8', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB14116', 'InChIKey': 'JAUGGEIKQIHSMF-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '9T3UU8T0QK'}	1	0.9288388645	0.868396042	0.0519469029	0.2788534551	0.0034472195	0.0084170912	{'oral'}	TRUE	FALSE	FALSE
simethicone	{'cas-number': '8050-81-5', 'ChEBI': None, 'ChEMBL': 'CHEMBL1200838', 'drugbank-id': 'DB09512', 'InChIKey': 'AMTWCFIAVKBGOD-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': '347910457', 'unii': None}	1	0.9880564511	0.8937706693	0.0302794869	0.0949004282	0.0074739332	0.0303384352	{'oral'}	TRUE	FALSE	FALSE
sodium acetate	{'cas-number': '127-09-3', 'ChEBI': '32954', 'ChEMBL': 'CHEMBL1354', 'drugbank-id': 'DB09395', 'InChIKey': 'VMHLLURERBWHNL-UHFFFAOYSA-M', 'PubChem Compound': '517045', 'PubChem Substance': '347827840', 'unii': 'NVG71ZZ7P0'}	1	0.9793820472	0.7803781484	0.0154778049	0.3125137865	0.0002501059	0.0047749708	{'ophthalmic', 'irrigation', 'intraocular', 'intravenous', 'oral', 'hemodialysis'}	TRUE	FALSE	FALSE
sodium ascorbate	{'cas-number': '134-03-2', 'ChEBI': '113451', 'ChEMBL': 'CHEMBL591665', 'drugbank-id': 'DB14482', 'InChIKey': 'PPASLZSBLFJQEF-RXSVEWSESA-M', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'S033EH8359'}	1	0.9667407059	0.5878453906	0.0219388641	0.2893460987	0.0021364138	0.0079041611	{'intramuscular', 'intravenous', 'cutaneous', 'oral'}	TRUE	FALSE	FALSE
sodium borate	{'cas-number': '1330-43-4', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB14505', 'InChIKey': 'UQGFMSUEHSUPRD-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '8191EN8ZMD'}	1	0.9575771265	0.7619042948	0.0085574455	0.2971132628	0.0020975595	0.0078229865	{'topical', 'ophthalmic', 'vaginal', 'oral'}	TRUE	FALSE	FALSE
sodium chloride	{'cas-number': '7647-14-5', 'ChEBI': '26710', 'ChEMBL': 'CHEMBL1200574', 'drugbank-id': 'DB09153', 'InChIKey': 'FAPWRFPIFSIZLT-UHFFFAOYSA-M', 'PubChem Compound': '5234', 'PubChem Substance': '310265066', 'unii': '451W47IQ8X'}	1	0.9866647248	0.9474189152	0.0205993041	0.1100334328	0.0051230078	0.0065964416	{'irrigation', 'intravascular', 'dental', 'intraocular', 'parenteral', 'unknown', 'epidural', 'intralesional', 'intravenous', 'nasal', 'intramuscular', 'extracorporeal', 'perineural', 'intradermal', 'auricular (otic)', 'oral', 'intrathecal', 'ophthalmic', 'percutaneous', 'buccal', 'intra-articular', 'hemodialysis', 'nasogastric', 'topical', 'intra-arterial', 'intravesical', 'intracaudal', 'vaginal', 'subcutaneous', 'respiratory (inhalation)', 'soft tissue', 'infiltration', 'transdermal', 'intraperitoneal'}	TRUE	FALSE	FALSE
sodium citrate	{'cas-number': '68-04-2', 'ChEBI': '53258', 'ChEMBL': 'CHEMBL1355', 'drugbank-id': 'DB09154', 'InChIKey': 'HRXKRNGNAMMEHJ-UHFFFAOYSA-K', 'PubChem Compound': '6224', 'PubChem Substance': '310265067', 'unii': 'RS7A450LGA'}	1	0.7436678537	0.8041846415	0.0170352863	0.2250912037	0.0036443595	0.0053785085	{'irrigation', 'ophthalmic', 'intramuscular', 'rectal', 'intraocular', 'extracorporeal', 'unknown', 'intravenous', 'oral'}	TRUE	FALSE	FALSE
sodium fluoride	{'cas-number': '7681-49-4', 'ChEBI': '28741', 'ChEMBL': 'CHEMBL1528', 'drugbank-id': 'DB09325', 'InChIKey': 'PUZPDOWCWNUUKD-UHFFFAOYSA-M', 'PubChem Compound': '5235', 'PubChem Substance': '310265207', 'unii': '8ZYQ1474W7'}	1	0.9864736638	0.9484181889	0.0204909545	0.1140134754	0.0042915969	0.0061104502	{'topical', 'dental', 'buccal', 'intravenous', 'periodontal', 'oral'}	TRUE	FALSE	FALSE
sodium fluorophosphate	{'cas-number': '10163-15-2', 'ChEBI': '86431', 'ChEMBL': 'CHEMBL1908359', 'drugbank-id': 'DB09484', 'InChIKey': 'BFDWBSRJQZPEEB-UHFFFAOYSA-L', 'PubChem Compound': None, 'PubChem Substance': '347910454', 'unii': 'C810JCZ56Q'}	1	0.9749758973	0.9154067575	0.0238316923	0.2426049219	0.0039035671	0.0028769962	{'topical', 'dental', 'buccal', 'periodontal', 'oral'}	TRUE	FALSE	FALSE
sodium glycerophosphate	{'cas-number': '1334-74-3', 'ChEBI': None, 'ChEMBL': 'CHEMBL3040581', 'drugbank-id': 'DB09561', 'InChIKey': 'GEKBIENFFVFKRG-UHFFFAOYSA-L', 'PubChem Compound': '22251426', 'PubChem Substance': '347827880', 'unii': 'G43E72677U'}	1	0.9824423479	0.8631388155	0.0192382304	0.1320225568	0.0052312684	0.0034862993	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
sodium iodide	{'cas-number': '7681-82-5', 'ChEBI': '33167', 'ChEMBL': 'CHEMBL1644695', 'drugbank-id': 'DB11119', 'InChIKey': 'FVAUCKIRQBBSSJ-UHFFFAOYSA-M', 'PubChem Compound': '5238', 'PubChem Substance': '347827903', 'unii': 'F5WR8N145C'}	1	0.9849829634	0.9498487614	0.0218857935	0.1369595198	0.0059288993	0.0069648589	{'topical', 'intravenous', 'oral'}	TRUE	FALSE	FALSE
sodium lauryl sulfate	{'cas-number': '151-21-3', 'ChEBI': '8984', 'ChEMBL': 'CHEMBL23393', 'drugbank-id': 'DB00815', 'InChIKey': 'DBMJMQXJHONAFJ-UHFFFAOYSA-M', 'PubChem Compound': '3423265', 'PubChem Substance': '46508769', 'unii': '368GB5141J'}	1	0.9830106471	0.9322511805	0.0474572974	0.4421828012	0.0056439704	0.1017656864	{'topical', 'cutaneous', 'dental', 'vaginal', 'oral'}	FALSE	TRUE	FALSE
sodium metavanadate	{'cas-number': '13718-26-8', 'ChEBI': '75221', 'ChEMBL': 'CHEMBL294467', 'drugbank-id': 'DB14702', 'InChIKey': 'CMZUMMUJMWNLFH-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '252S9L5606'}	1	0.9696691281	0.915195208	0.0588602366	0.2756942829	0.0002796266	0.0029409627	{'oral'}	TRUE	FALSE	FALSE
sodium molybdate	{'cas-number': '7631-95-0', 'ChEBI': '75215', 'ChEMBL': None, 'drugbank-id': 'DB14496', 'InChIKey': 'TVXXNOYZHKPKGW-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '948QAQ08I1'}	1	0.9811779099	0.8438538832	0.0354675268	0.3084926587	0.0009510703	0.0074809582	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
sodium oxybate	{'cas-number': '502-85-2', 'ChEBI': None, 'ChEMBL': 'CHEMBL1200682', 'drugbank-id': 'DB09072', 'InChIKey': 'XYGBKMMCQDZQOZ-UHFFFAOYSA-M', 'PubChem Compound': '23663870', 'PubChem Substance': '347827822', 'unii': '7G33012534'}	1	0.9365966898	0.6750258817	0.0084059602	0.0952859689	0.0009471498	0.0021719346	{'oral'}	TRUE	FALSE	FALSE
sodium phosphate, dibasic	{'cas-number': '7558-79-4', 'ChEBI': '34683', 'ChEMBL': 'CHEMBL1060', 'drugbank-id': 'DB14502', 'InChIKey': 'BNIILDVGGAEEIG-UHFFFAOYSA-L', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '22ADO53M6F'}	1	0.9696540446	0.922906574	0.0135062095	0.213543237	0.0649214226	0.0221947906	{'topical', 'irrigation', 'buccal', 'rectal', 'intraocular', 'unknown', 'respiratory (inhalation)', 'intravenous', 'oral'}	TRUE	FALSE	FALSE
sodium phosphate, monobasic	{'cas-number': '7558-80-7', 'ChEBI': '37585', 'ChEMBL': 'CHEMBL1368', 'drugbank-id': 'DB09449', 'InChIKey': 'AJPJDKMHJJGVTQ-UHFFFAOYSA-M', 'PubChem Compound': '23672064', 'PubChem Substance': '347827853', 'unii': 'KH7I04HPUU'}	1	0.9671816595	0.7651519156	0.0128130951	0.218174134	0.0739358842	0.0384855121	{'intrathecal', 'irrigation', 'dental', 'intravesical', 'rectal', 'extracorporeal', 'unknown', 'respiratory (inhalation)', 'intravenous', 'oral'}	TRUE	FALSE	FALSE
sodium sulfate	{'cas-number': '7757-82-6', 'ChEBI': '32149', 'ChEMBL': 'CHEMBL233406', 'drugbank-id': 'DB09472', 'InChIKey': 'PMZURENOXWZQFD-UHFFFAOYSA-L', 'PubChem Compound': '24436', 'PubChem Substance': '347827857', 'unii': '36KCS0R750'}	1	0.9732555485	0.8292326842	0.0668845824	0.3921739803	0.0012829523	0.0140103694	{'nasogastric', 'topical', 'enteral', 'vaginal', 'oral'}	TRUE	FALSE	FALSE
sodium tartrate	{'cas-number': '868-18-8', 'ChEBI': '63017', 'ChEMBL': 'CHEMBL2107781', 'drugbank-id': 'DB13707', 'InChIKey': 'HELHAJAZNSDZJO-OLXYHTOASA-L', 'PubChem Compound': '162637', 'PubChem Substance': '347829311', 'unii': 'QTO9JB4MDD'}	1	0.9299707107	0.700775852	0.0098680024	0.1577570422	0.0105793093	0.0209043915	{'oral'}	TRUE	FALSE	FALSE
sodium zirconium cyclosilicate	{'cas-number': '17141-74-1', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB14048', 'InChIKey': 'ARVUQMBOTBOHPL-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'D652ZWF066'}	1	0.8328993469	0.6488863456	0.0640969059	0.2575296194	0.006172138	0.0070729282	{'oral'}	TRUE	FALSE	FALSE
solriamfetol	{'cas-number': '178429-62-4', 'ChEBI': None, 'ChEMBL': 'CHEMBL4297620', 'drugbank-id': 'DB14754', 'InChIKey': 'UCTRAOBQFUDCSR-SECBINFHSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '939U7C91AI'}	1	0.995472408	0.9178736888	0.0365356007	0.1180225399	0.0010658831	0.0013991844	{'oral'}	TRUE	FALSE	FALSE
sotalol	{'cas-number': '3930-20-9', 'ChEBI': '63622', 'ChEMBL': 'CHEMBL471', 'drugbank-id': 'DB00489', 'InChIKey': 'ZBMZVLHSJCTVON-UHFFFAOYSA-N', 'PubChem Compound': '5253', 'PubChem Substance': '46505012', 'unii': 'A6D97U294I'}	1	0.99394777	0.7581835191	0.0363124554	0.2064454964	0.0156656774	0.0272947454	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
stannous chloride	{'cas-number': '7772-99-8', 'ChEBI': '78067', 'ChEMBL': None, 'drugbank-id': 'DB11056', 'InChIKey': 'AXZWODMDQAVCJE-UHFFFAOYSA-L', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'R30H55TN67'}	1	0.9901428517	0.9456560773	0.0248769079	0.1209640551	0.0063590536	0.0071741168	{'intravenous', 'oral'}	TRUE	FALSE	FALSE
stannous fluoride	{'cas-number': '7783-47-3', 'ChEBI': '135933', 'ChEMBL': 'CHEMBL1909079', 'drugbank-id': 'DB11092', 'InChIKey': 'ANOBYBYXJXCGBS-UHFFFAOYSA-L', 'PubChem Compound': '24550', 'PubChem Substance': '347827893', 'unii': '3FTR44B32Q'}	1	0.9950111915	0.932397685	0.016111907	0.2897843765	0.0795374525	0.0251580281	{'topical', 'dental', 'buccal', 'intravenous', 'oral'}	TRUE	FALSE	FALSE
stearic acid	{'cas-number': '57-11-4', 'ChEBI': '28842', 'ChEMBL': 'CHEMBL46403', 'drugbank-id': 'DB03193', 'InChIKey': 'QIQXTHQIDYTFRH-UHFFFAOYSA-N', 'PubChem Compound': '5281', 'PubChem Substance': '46508522', 'unii': '4ELV7Z65AP'}	1	0.986955616	0.864898802	0.0690667369	0.2407228785	0.0034518787	0.0625382825	{'topical', 'oral'}	TRUE	FALSE	FALSE
synthetic camphor	{'cas-number': '76-22-2', 'ChEBI': '36773', 'ChEMBL': 'CHEMBL15768', 'drugbank-id': 'DB14156', 'InChIKey': 'DSSYKIVIOFKYAU-UHFFFAOYSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': '5TJD82A1ET'}	1	0.9952897398	0.9627606469	0.0386655946	0.1670958421	0.119543081	0.2291886253	{'topical', 'percutaneous', 'cutaneous', 'buccal', 'rectal', 'respiratory (inhalation)', 'transdermal', 'oral'}	TRUE	FALSE	FALSE
tapentadol	{'cas-number': '175591-23-8', 'ChEBI': '135935', 'ChEMBL': 'CHEMBL1201776', 'drugbank-id': 'DB06204', 'InChIKey': 'KWTWDQCKEHXFFR-SMDDNHRTSA-N', 'PubChem Compound': '9838022', 'PubChem Substance': '175427057', 'unii': 'H8A007M585'}	1	0.9970654795	0.9616367377	0.0280149771	0.0878982395	0.0061422751	0.0040594752	{'oral'}	TRUE	FALSE	FALSE
tasimelteon	{'cas-number': '609799-22-6', 'ChEBI': '79042', 'ChEMBL': 'CHEMBL2103822', 'drugbank-id': 'DB09071', 'InChIKey': 'PTOIAAWZLUQTIO-GXFFZTMASA-N', 'PubChem Compound': '10220503', 'PubChem Substance': '310265003', 'unii': 'SHS4PU80D9'}	1	0.9965646683	0.9687335798	0.078883091	0.3779719824	0.1546180614	0.0166612349	{'oral'}	TRUE	FALSE	FALSE
taurine	{'cas-number': '107-35-7', 'ChEBI': '507393', 'ChEMBL': 'CHEMBL239243', 'drugbank-id': 'DB01956', 'InChIKey': 'XOAAWQZATWQOTB-UHFFFAOYSA-N', 'PubChem Compound': '1123', 'PubChem Substance': '46506189', 'unii': '1EQV5MLY3D'}	1	0.9676942196	0.7445572116	0.0282581496	0.2986627944	0.0021958328	0.0029229697	{'ophthalmic', 'intravenous', 'cutaneous', 'oral'}	TRUE	FALSE	FALSE
taurocholic acid	{'cas-number': '81-24-3', 'ChEBI': '28865', 'ChEMBL': 'CHEMBL224867', 'drugbank-id': 'DB04348', 'InChIKey': 'WBWWGRHZICKQGZ-HZAMXZRMSA-N', 'PubChem Compound': '6675', 'PubChem Substance': '46508273', 'unii': '5E090O0G3Z'}	1	0.9219112071	0.5639278101	0.3110708809	0.2032686744	0.072369765	0.0058653776	{'oral'}	TRUE	FALSE	FALSE
tauroursodeoxycholic acid	{'cas-number': '14605-22-2', 'ChEBI': '80774', 'ChEMBL': 'CHEMBL272427', 'drugbank-id': 'DB08834', 'InChIKey': 'BHTRKEVKTKCXOH-LBSADWJPSA-N', 'PubChem Compound': '9848818', 'PubChem Substance': '175427112', 'unii': '60EUX8MN5X'}	1	0.9562847067	0.6856686044	0.354780112	0.2043227754	0.038218034	0.0063333073	{'oral'}	TRUE	FALSE	FALSE
technetium tc-99m sulfur colloid	{'cas-number': None, 'ChEBI': None, 'ChEMBL': 'CHEMBL1201529', 'drugbank-id': 'DB09397', 'InChIKey': 'FJTPHHNWVXNMEK-NLQOEHMXSA-N', 'PubChem Compound': '76957057', 'PubChem Substance': '347827842', 'unii': '556Q0P6PB1'}	1	0.9544747198	0.8469998478	0.07318612	0.4247540438	0.1315219251	0.1904792552	{'subcutaneous', 'intraperitoneal', 'intravenous', 'oral'}	TRUE	FALSE	FALSE
terfenadine	{'cas-number': '50679-08-8', 'ChEBI': '9453', 'ChEMBL': 'CHEMBL17157', 'drugbank-id': 'DB00342', 'InChIKey': 'GUGOEEXESWIERI-UHFFFAOYSA-N', 'PubChem Compound': '5405', 'PubChem Substance': '46507007', 'unii': '7BA5G9Y06Q'}	1	0.9927767658	0.8684898157	0.8898985154	0.0584206067	0.0631542973	0.0447516306	{'oral'}	TRUE	FALSE	FALSE
teriflunomide	{'cas-number': '163451-81-8', 'ChEBI': '68540', 'ChEMBL': 'CHEMBL973', 'drugbank-id': 'DB08880', 'InChIKey': 'UTNUDOFZCWSZMS-YFHOEESVSA-N', 'PubChem Compound': '54684141', 'PubChem Substance': '347827807', 'unii': '1C058IKG3B'}	1	0.9938062708	0.7893003589	0.0298743437	0.4740049907	0.0742261627	0.2518141662	{'oral'}	TRUE	FALSE	FALSE
terpin hydrate	{'cas-number': '2451-01-6', 'ChEBI': None, 'ChEMBL': None, 'drugbank-id': 'DB13163', 'InChIKey': 'JGKJMBOJWVAMIJ-OFAZAQPOSA-N', 'PubChem Compound': '17141', 'PubChem Substance': '347829270', 'unii': 'S3V868548T'}	1	0.9913699703	0.8963836666	0.0098633978	0.0643834323	0.0014930309	0.0040447652	{'oral'}	TRUE	FALSE	FALSE
testosterone undecanoate	{'cas-number': '5949-44-0', 'ChEBI': '135741', 'ChEMBL': 'CHEMBL2107067', 'drugbank-id': 'DB13946', 'InChIKey': 'UDSFVOAUHKGBEK-CNQKSJKFSA-N', 'PubChem Compound': None, 'PubChem Substance': None, 'unii': 'H16A5VCT9C'}	1	0.9917260317	0.6379068211	0.8065206538	0.3974593943	0.1036957319	0.0580451951	{'intramuscular', 'oral'}	TRUE	FALSE	FALSE
tetracaine	{'cas-number': '94-24-6', 'ChEBI': '9468', 'ChEMBL': 'CHEMBL698', 'drugbank-id': 'DB09085', 'InChIKey': 'GKCBAIGFKIBETG-UHFFFAOYSA-N', 'PubChem Compound': '5411', 'PubChem Substance': '310265012', 'unii': '0619F35CGV'}	1	0.9956401106	0.9015271336	0.0379371788	0.1807231472	0.055268529	0.0412286221	{'topical', 'nasal', 'ophthalmic', 'cutaneous', 'dental', 'buccal', 'parenteral', 'subcutaneous', 'intraspinal', 'not applicable', 'infiltration', 'subarachnoid', 'oral'}	TRUE	FALSE	FALSE
