Main Name	search term	score	Human Intestinal Absorption	Blood Brain Barrier	P-glycoprotein Inhibition	Drug Induced Liver Injury	CYP3A4 Inhibition	CYP2C9 Inhibition	DrugBank:Routes	DrugBank:FDA Approved	Less than $500	Pediatric Safety
chromium	['generalized dystonia', 'neuroinflammation', 'lrrk2 (human)']	1	0.9922512084	0.9473377226	0.0250641239	0.1187026914	0.0043524133	0.0047337577	{'intramuscular', 'oral', 'intravenous'}	1	FALSE	FALSE
citrulline	['lrrk2 (human)', 'axonal neuropathy', 'spag9 (human)']	1	0.9492266461	0.5343391864	0.0084258166	0.1322446788	0.0004402025	0.0025833778	{'intramuscular', 'oral'}	0	TRUE	FALSE
cobalt	['lrrk2 (human)', 'neuroinflammation', 'arf6 (human)']	1	0.9919591624	0.9481322499	0.0241917957	0.1174691508	0.0044277407	0.0054624612	{'sublingual', 'oral'}	1	FALSE	FALSE
dalfampridine	['movement disorder', 'cerebellar ataxia', 'spasticity', 'spag9 (human)', 'neurodevelopmental disorder', 'spastic diplegia', 'neuroinflammation', 'autism', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9945862563	0.9267268543	0.0448269663	0.4079785713	0.023851728	0.008361607	{'oral'}	1	FALSE	FALSE
dapagliflozin	['increased reactive oxygen species production', 'lrrk2 (human)', 'ntrk2 (human)', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9425643595	0.4893544177	0.5833494711	0.4020463431	0.0358937786	0.1112018126	{'oral'}	1	FALSE	FALSE
deferiprone	['movement disorder', 'cerebellar ataxia', 'ntrk2 (human)', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9912135959	0.8320612474	0.0269542548	0.4216670762	0.0124746627	0.0174093931	{'oral'}	1	FALSE	FALSE
deflazacort	axonal neuropathy	1	0.9886856338	0.9733133456	0.3709970534	0.4267502441	0.0568239608	0.0103073491	{'oral'}	1	FALSE	FALSE
deoxycholic acid	['mapk8 (human)', 'axonal neuropathy', 'arf6 (human)', 'lrrk2 (human)']	1	0.9852516891	0.6192050151	0.4037004492	0.154373009	0.0140953271	0.0116788191	{'oral', 'subcutaneous'}	1	FALSE	FALSE
dextroamphetamine	['movement disorder', 'cerebellar ataxia', 'autism', 'generalized dystonia', 'axonal neuropathy', 'inborn disorder of neurotransmitter metabolism and transport', 'intellectual disability']	1	0.9961276045	0.9655394383	0.0168544448	0.0629453498	0.0093081811	0.0012526437	{'transdermal', 'oral'}	1	FALSE	FALSE
dimethyl fumarate	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'cerebral atrophy', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'arf6 (human)', 'neurodegenerative disease']	1	0.9782974923	0.8478549016	0.0270420659	0.2421639264	0.0199736929	0.1635082328	{'oral'}	1	FALSE	FALSE
diphenylpyraline	['mapk8 (human)', 'cdk5 (human)', 'spag9 (human)']	1	0.9957144428	0.959649076	0.1370801153	0.080024213	0.1173815156	0.1046578426	{'rectal', 'oral', 'topical'}	1	FALSE	FALSE
doconexent	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'mapk8 (human)', 'neurodevelopmental disorder', 'ntrk2 (human)', 'neuroinflammation', 'autism', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9621764063	0.5787245646	0.1337468552	0.2366970711	0.0259108102	0.3288633992	{'oral'}	1	FALSE	FALSE
doxercalciferol	spag9 (human)	1	0.9953617895	0.6637165834	0.6679147121	0.1171362856	0.0871580105	0.1661646823	{'oral', 'intravenous'}	1	FALSE	FALSE
drospirenone	['generalized dystonia', 'axonal neuropathy', 'spag9 (human)']	1	0.989575553	0.7028786329	0.4314432917	0.383871374	0.2277436053	0.1302135449	{'oral'}	1	FALSE	FALSE
empagliflozin	['increased reactive oxygen species production', 'lrrk2 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9056046591	0.3756326954	0.6799391899	0.4215010958	0.0392955721	0.0964417185	{'oral'}	1	FALSE	FALSE
ergosterol	['cdk5 (human)', 'axonal neuropathy']	1	0.9958426363	0.8719747328	0.6312581635	0.2572788215	0.2140834055	0.0321764535	{'oral'}	1	FALSE	FALSE
eugenol	['increased reactive oxygen species production', 'neurodegenerative disease']	1	0.9966990243	0.8612815837	0.0524403986	0.3138229739	0.3247920844	0.3409589077	{'cutaneous', 'oral', 'topical', 'dental'}	1	FALSE	FALSE
fenfluramine	['axonal neuropathy', 'autism', 'inborn disorder of neurotransmitter metabolism and transport', 'intellectual disability']	1	0.9966970159	0.953669498	0.043213005	0.0706844218	0.1297110049	0.02006828	{'oral'}	1	FALSE	FALSE
gamolenic acid	ntrk2 (human)	1	0.9771792978	0.662067394	0.0511200376	0.1922745498	0.0265215432	0.331739447	{'oral'}	1	FALSE	FALSE
ganaxolone	['cerebellar ataxia', 'intellectual disability', 'inborn disorder of neurotransmitter metabolism and transport', 'autism']	1	0.9961417072	0.7628506224	0.4312663415	0.3254403351	0.0277238695	0.2996798299	{'oral'}	1	FALSE	FALSE
glycerin	['lrrk2 (human)', 'cerebellar ataxia', 'mapk8 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)']	1	0.9425293246	0.79369269	0.0279580034	0.0412579601	0.0005103663	0.0007657464	{'rectal', 'auricular (otic)', 'irrigation', 'enteral', 'extracorporeal', 'subcutaneous', 'unknown', 'cutaneous', 'topical', 'dental', 'oral', 'ophthalmic', 'percutaneous', 'intradermal', 'vaginal', 'intrauterine', 'nasal', 'intravenous'}	1	FALSE	FALSE
hydrogen peroxide	['increased reactive oxygen species production', 'lrrk2 (human)', 'cerebellar ataxia', 'cerebral atrophy', 'cdk5 (human)', 'spag9 (human)', 'ntrk2 (human)', 'neuroinflammation', 'muscle stiffness', 'drd1 (human)', 'arf6 (human)', 'axonal neuropathy']	1	0.9862331632	0.9323438929	0.0167246821	0.151266616	0.0005283619	0.00218571	{'buccal', 'extracorporeal', 'periodontal', 'topical', 'dental', 'oral', 'respiratory (inhalation)'}	1	FALSE	FALSE
icosapent	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'drd2 (human)', 'cerebral atrophy', 'mapk8 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'spag9 (human)']	1	0.9583994432	0.5943169623	0.0869553252	0.2372339959	0.0195992225	0.2161727551	{'cutaneous', 'oral'}	1	FALSE	FALSE
idebenone	['increased reactive oxygen species production', 'movement disorder', 'cerebellar ataxia', 'intellectual disability', 'spag9 (human)', 'generalized dystonia', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9881657448	0.8242016708	0.1512016911	0.2175015525	0.3220125946	0.1774557073	{'oral'}	1	FALSE	FALSE
imipramine	['increased reactive oxygen species production', 'spasticity', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	1	0.997023233	0.992448805	0.4882201739	0.2599889116	0.0253612575	0.0088997902	{'intramuscular', 'oral'}	1	FALSE	FALSE
iodine	['lrrk2 (human)', 'mapk8 (human)', 'hypotonia', 'autism', 'axonal neuropathy', 'inborn disorder of neurotransmitter metabolism and transport', 'intellectual disability']	1	0.9927511012	0.9393782669	0.0223073643	0.3152126004	0.0428059361	0.0481231287	{'infiltration', 'subcutaneous', 'perineural', 'topical', 'transdermal', 'oral', 'vaginal', 'nasal', 'intravenous'}	1	FALSE	FALSE
isosorbide	axonal neuropathy	1	0.9314703441	0.8063537343	0.0095132872	0.1816433914	0.0005856651	0.0003152959	{'oral'}	1	FALSE	FALSE
lacosamide	['movement disorder', 'cerebellar ataxia', 'intellectual disability', 'autism', 'generalized dystonia', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9943297259	0.8898463957	0.0206686658	0.2857666165	0.010769938	0.0071002133	{'oral', 'intravenous'}	1	FALSE	FALSE
lauric acid	drd2 (human)	1	0.991304703	0.8462737855	0.01732303	0.2272833599	0.0031698703	0.0261145454	{'oral', 'topical'}	1	FALSE	FALSE
levocetirizine	mtor (human)	1	0.9921715797	0.5297633437	0.2019350111	0.1463141695	0.0378828213	0.0459252955	{'transdermal', 'oral', 'topical'}	1	FALSE	FALSE
levorphanol	cerebral atrophy	1	0.9957122958	0.9844186376	0.0422445852	0.0525042046	0.0248478402	0.0063340551	{'oral', 'parenteral'}	1	FALSE	FALSE
linoleic acid	['lrrk2 (human)', 'arf6 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport']	1	0.9890417307	0.8333669403	0.0587797649	0.2157582411	0.0134751965	0.1358932428	{'oral', 'topical'}	1	FALSE	FALSE
lithium carbonate	intellectual disability	1	0.9685750852	0.8145365511	0.0174544794	0.299621923	0.000382332	0.0088797404	{'oral'}	1	FALSE	FALSE
lofexidine	['arf6 (human)', 'spag9 (human)']	1	0.9964775306	0.8587118436	0.0351862345	0.3853821423	0.0182162912	0.03247393	{'oral'}	1	FALSE	FALSE
lonafarnib	['drd2 (human)', 'spag9 (human)']	1	0.9927427854	0.9227489785	0.8570122253	0.4009785281	0.3765205316	0.3651408221	{'oral'}	1	FALSE	FALSE
lycopene	['increased reactive oxygen species production', 'lrrk2 (human)', 'movement disorder', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)']	1	0.9822967327	0.9008278924	0.7852682746	0.2387431309	0.1622274747	0.3385561258	{'oral', 'topical'}	1	FALSE	FALSE
magnesium chloride	muscle stiffness	1	0.9863671387	0.9438675912	0.0255411019	0.1192700368	0.0064991155	0.0073130374	{'rectal', 'irrigation', 'buccal', 'intrathecal', 'intraperitoneal', 'intraocular', 'topical', 'hemodialysis', 'oral', 'ophthalmic', 'intra-arterial', 'intravenous'}	1	FALSE	FALSE
mecamylamine	['autism', 'movement disorder']	1	0.9907796334	0.9438868629	0.0301224862	0.1252178156	0.0157812858	0.0520997809	{'oral'}	1	FALSE	FALSE
mephenytoin	autism	1	0.9950766555	0.974142818	0.019470238	0.4836120025	0.0204131633	0.1308392294	{'oral'}	1	FALSE	FALSE
molybdenum	lrrk2 (human)	1	0.9920875184	0.9479504188	0.0233129206	0.1183155858	0.0046733701	0.0048778411	{'oral'}	1	FALSE	FALSE
mycophenolate mofetil	['movement disorder', 'cerebellar ataxia', 'spag9 (human)', 'neuroinflammation', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9902909925	0.7183506942	0.4899126015	0.4750556312	0.424106029	0.046143991	{'oral', 'intravenous'}	1	FALSE	FALSE
nalmefene	['intellectual disability', 'axonal neuropathy', 'autism']	1	0.9953256725	0.9811043068	0.0820963062	0.0615451977	0.0609834048	0.0148662878	{'subcutaneous', 'intramuscular', 'oral', 'nasal', 'intravenous'}	1	FALSE	FALSE
naltrexone	['movement disorder', 'intellectual disability', 'spasticity', 'neurodevelopmental disorder', 'neuroinflammation', 'autism', 'generalized dystonia', 'inborn disorder of neurotransmitter metabolism and transport', 'axonal neuropathy']	1	0.9945193041	0.9771532012	0.0371925008	0.069388317	0.0190530175	0.0061997631	{'intramuscular', 'oral', 'not applicable', 'subcutaneous'}	1	FALSE	FALSE
palmitic acid	['lrrk2 (human)', 'drd2 (human)', 'cdk5 (human)', 'ntrk2 (human)', 'neuroinflammation', 'generalized dystonia', 'arf6 (human)']	1	0.9877561332	0.8726295887	0.0303482977	0.2328719969	0.0031511641	0.0756318585	{'cutaneous', 'topical', 'oral', 'endotracheal', 'intravenous'}	1	FALSE	FALSE
panthenol	increased reactive oxygen species production	1	0.9851161762	0.672661121	0.012011322	0.0469250285	0.0010744545	0.00412923	{'cutaneous', 'topical', 'transdermal', 'oral', 'vaginal', 'intravenous'}	1	FALSE	FALSE
phenol	['lrrk2 (human)', 'movement disorder', 'spasticity', 'spastic diplegia', 'neuroinflammation', 'generalized dystonia', 'drd1 (human)']	1	0.9959096457	0.9155814609	0.0145641321	0.1538730448	0.0415275627	0.1232806268	{'buccal', 'subcutaneous', 'topical', 'intramuscular', 'oral', 'intradermal', 'percutaneous'}	1	FALSE	FALSE
phenylbutyric acid	['lrrk2 (human)', 'movement disorder', 'cerebellar ataxia', 'intellectual disability', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9942437051	0.8448663202	0.0122819126	0.2790358909	0.0009339675	0.0081901427	{'oral', 'not applicable'}	1	FALSE	FALSE
pitavastatin	['increased reactive oxygen species production', 'lrrk2 (human)', 'mapk8 (human)', 'arf6 (human)', 'neurodegenerative disease']	1	0.9893998818	0.7383006185	0.613707866	0.4407627255	0.2223613331	0.2084149699	{'oral'}	1	FALSE	FALSE
pitolisant	['neurodevelopmental disorder', 'autism', 'movement disorder']	1	0.9951136957	0.9741868234	0.1517449972	0.0950230238	0.0417313295	0.0089643596	{'oral'}	1	FALSE	FALSE
pramocaine	axonal neuropathy	1	0.9953296108	0.9514980303	0.0762482455	0.1469500834	0.1112281365	0.0875716851	{'rectal', 'auricular (otic)', 'topical', 'oral', 'vaginal'}	1	FALSE	FALSE
prasterone	['increased reactive oxygen species production', 'lrrk2 (human)', 'ntrk2 (human)', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'generalized dystonia', 'arf6 (human)', 'neurodegenerative disease']	1	0.9964184651	0.6140643504	0.2797866215	0.2668397588	0.0171034283	0.0494962598	{'vaginal', 'oral'}	1	FALSE	FALSE
propiverine	intellectual disability	1	0.9940791472	0.9103519104	0.6893201515	0.1260671511	0.4318695326	0.1366015856	{'oral'}	1	FALSE	FALSE
prucalopride	generalized dystonia	1	0.9944212626	0.9479915771	0.1164276268	0.4382432205	0.0842575027	0.015451295	{'oral'}	1	FALSE	FALSE
safinamide	['cerebellar ataxia', 'drd1 (human)', 'movement disorder']	1	0.9965391924	0.8679395177	0.1151080836	0.4992038817	0.1189766161	0.0468986233	{'oral'}	1	FALSE	FALSE
selegiline	['increased reactive oxygen species production', 'movement disorder', 'ntrk2 (human)', 'inborn disorder of neurotransmitter metabolism and transport', 'generalized dystonia', 'drd1 (human)', 'neurodegenerative disease', 'axonal neuropathy']	1	0.9958799028	0.9596664862	0.0338558007	0.0505509561	0.0180234956	0.0036060927	{'transdermal', 'oral'}	1	FALSE	FALSE
selenious acid	['increased reactive oxygen species production', 'lrrk2 (human)', 'ntrk2 (human)', 'neuroinflammation', 'inborn disorder of neurotransmitter metabolism and transport', 'autism', 'arf6 (human)', 'neurodegenerative disease']	1	0.9893828643	0.7804059944	0.0535727758	0.3239236977	0.0096414532	0.0268346165	{'oral', 'intravenous'}	1	FALSE	FALSE
silicon	lrrk2 (human)	1	0.9922445813	0.9484414645	0.0228628862	0.1316047018	0.0062894578	0.0061355608	{'oral'}	1	FALSE	FALSE
sodium fluoride	axonal neuropathy	1	0.9864736638	0.9484181889	0.0204909545	0.1140134754	0.0042915969	0.0061104502	{'buccal', 'periodontal', 'topical', 'dental', 'oral', 'intravenous'}	1	FALSE	FALSE
sodium fluorophosphate	['spastic diplegia', 'autism']	1	0.9749758973	0.9154067575	0.0238316923	0.2426049219	0.0039035671	0.0028769962	{'buccal', 'periodontal', 'topical', 'dental', 'oral'}	1	FALSE	FALSE
sodium phosphate, dibasic	neurodegenerative disease	1	0.9696540446	0.922906574	0.0135062095	0.213543237	0.0649214226	0.0221947906	{'rectal', 'irrigation', 'buccal', 'unknown', 'intraocular', 'topical', 'oral', 'respiratory (inhalation)', 'intravenous'}	1	FALSE	FALSE
